Length,PreviousLength,InterArrivalTime,Type,Predict
148,1514,0.000796000000001,Null,Null
1514,148,0.000799000000001,Null,Null
150,1514,0.00074,Null,Null
1514,150,0.001497,Null,Null
938,150,0.001962,Null,Null
1514,150,0.002213,Null,Null
148,1514,0.000241000000003,Null,Null
1514,148,0.00147999999999,Null,Null
155,1514,0.000526000000001,Null,Null
731,155,0.000624000000002,Null,Null
1514,155,0.001204,Null,Null
1279,155,0.00213400000001,Null,Null
92,155,0.002136,Null,Null
1514,155,0.00235900000001,Null,Null
144,1514,0.000228,Null,Null
1050,144,1.69999999997e-05,Null,Null
92,144,0.000242999999998,Null,Null
383,144,0.000243999999995,Null,Null
92,144,0.000243999999995,Null,Null
1514,144,0.000664999999998,Null,Null
267,144,0.000667999999997,Null,Null
92,144,0.000667999999997,Null,Null
1514,144,0.005016,Null,Null
566,144,0.005553,Null,Null
92,144,0.005553,Null,Null
166,566,0.000243999999995,Null,Null
475,166,0.00047,Null,Null
92,166,0.000471000000005,Null,Null
178,92,0.000596999999999,Null,Null
168,92,0.001944,Null,Null
166,92,0.004007,Null,Null
1156,166,0.000371999999999,Null,Null
92,166,0.000374999999998,Null,Null
1094,166,0.001514,Null,Null
92,166,0.001515,Null,Null
149,92,0.000638000000002,Null,Null
928,149,0.00174,Null,Null
92,149,0.001743,Null,Null
165,92,0.001069,Null,Null
164,92,0.002777,Null,Null
617,164,0.000436999999998,Null,Null
92,164,0.000437999999995,Null,Null
147,92,0.001752,Null,Null
1514,147,0.001643,Null,Null
1249,147,0.001646,Null,Null
92,147,0.001937,Null,Null
140,92,0.000199000000002,Null,Null
1514,140,0.000405999999998,Null,Null
184,1514,0.000970000000002,Null,ClientKeyExchange
1360,184,0.000411,Null,Null
1514,184,0.000622999999997,Null,Null
407,184,0.001773,Null,Null
1514,184,0.001775,Null,Null
446,184,0.003191,Null,Null
1514,184,0.003421,Null,Null
169,1514,5.00000000159e-06,Null,Null
96,1514,0.000374000000001,Null,Null
1514,96,0.000838000000002,Null,Null
148,1514,0.001187,Null,Null
1514,148,0.000174999999999,Null,Null
1514,148,0.001476,Null,Null
304,1514,0.000435000000003,Null,Null
1514,304,0.001024,Null,Null
140,1514,0.000907999999995,Null,Null
1514,140,0.000759000000002,Null,Null
142,1514,0.000737000000001,Null,Null
1514,142,0.000107999999997,Null,Null
1514,142,0.000109000000002,Null,Null
1514,142,0.001506,Null,Null
1514,142,0.002889,Null,Null
1263,142,0.003125,Null,Null
1514,142,0.003127,Null,Null
514,142,0.003824,Null,Null
92,142,0.003825,Null,Null
1256,142,0.003825,Null,Null
92,142,0.003826,Null,Null
1514,142,0.003827,Null,Null
1514,142,0.005259,Null,Null
168,1514,9.69999999967e-05,Null,Null
1514,168,0.001334,Null,Null
1514,168,0.002746,Null,Null
1514,168,0.002747,Null,Null
1514,168,0.002976,Null,Null
1293,168,0.003208,Null,Null
151,1293,0.000197999999997,Null,Null
1514,151,4.40000000026e-05,Null,Null
171,151,4.40000000026e-05,Null,ClientKeyExchange
92,151,4.50000000001e-05,Null,Null
174,92,0.00341,Null,Null
373,174,0.000430000000001,Null,Null
92,174,0.000430000000001,Null,Null
149,373,0.001627,Null,Null
996,149,0.002046,Null,Null
92,149,0.002047,Null,Null
1514,149,0.004122,Null,Null
1220,149,0.004125,Null,Null
92,149,0.004126,Null,Null
163,92,0.000849000000002,Null,Null
1514,163,0.001636,Null,Null
1454,163,0.003006,Null,Null
1514,163,0.003231,Null,Null
407,163,0.00441199999999,Null,Null
1514,163,0.004413,Null,Null
454,163,0.005779,Null,Null
1514,163,0.006004,Null,Null
1514,163,0.00622,Null,Null
997,163,0.00643299999999,Null,Null
1319,163,0.01521,Null,Null
92,163,0.015213,Null,Null
339,163,0.027296,Null,ServerHelloDone
92,163,0.027297,Null,Null
147,1320,0.153764,ClientKeyExchange,Null
147,1320,0.153774,ClientKeyExchange,Null
147,1320,0.153783,ClientKeyExchange,Null
141,1320,0.153948,Null,Null
141,1320,0.153953,Null,Null
141,1320,0.153963,Null,Null
279,1320,0.154037,Null,Null
154,1320,0.154061,Null,Null
154,1320,0.154078,Null,Null
154,1320,0.154093,Null,Null
338,154,0.002364,Finished,ServerHelloDone
338,154,0.00262,Finished,ServerHelloDone
338,154,0.00262,Finished,ServerHelloDone
123,154,0.002621,Null,Null
92,154,0.002621,Null,Null
123,154,0.002621,Null,Null
92,154,0.002621,Null,Null
123,154,0.002622,Null,Null
92,123,0.000357999999999,Null,Null
92,123,0.000573000000003,Null,Null
92,123,0.000740999999998,Null,Null
92,92,8.70000000006e-05,Null,Null
329,92,8.70000000006e-05,Null,Finished
1484,92,0.000487000000007,Null,Null
1484,92,0.000490000000006,Null,Null
1484,92,0.000967000000003,Null,Null
1484,92,0.001196,Null,Null
1484,92,0.001198,Null,Null
1484,92,0.001431,Null,Null
1484,92,0.001431,Null,Null
1484,92,0.00164700000001,Null,Null
1484,92,0.001648,Null,Null
1484,92,0.002048,Null,Null
1484,92,0.00224900000001,Null,Null
1484,92,0.002641,Null,Null
1484,92,0.002642,Null,Null
1484,92,0.002864,Null,Null
1484,92,0.002864,Null,Null
1484,92,0.003272,Null,Null
1484,92,0.003492,Null,Null
1484,92,0.003899,Null,Null
1484,92,0.004106,Null,Null
1484,92,0.004108,Null,Null
100,1484,7.00000000364e-06,Null,Null
1484,100,0.000195999999995,Null,Null
1484,100,0.000197,Null,Null
1484,100,0.000431999999996,Null,Null
1484,100,0.000431999999996,Null,Null
1484,100,0.000665999999995,Null,Null
1484,100,0.00108299999999,Null,Null
1484,100,0.001085,Null,Null
1484,100,0.001086,Null,Null
1484,100,0.001321,Null,Null
1484,100,0.00153299999999,Null,Null
1484,100,0.001535,Null,Null
1484,100,0.001535,Null,Null
1484,100,0.00174999999999,Null,Null
1484,100,0.00174999999999,Null,Null
1484,100,0.001955,Null,Null
1484,100,0.001955,Null,Null
1484,100,0.002165,Null,Null
1484,100,0.002385,Null,Null
1484,100,0.002618,Null,Null
1484,100,0.002619,Null,Null
1484,100,0.00285,Null,Null
1484,100,0.00285,Null,Null
1484,100,0.003077,Null,Null
1484,100,0.003078,Null,Null
1484,100,0.003303,Null,Null
1484,100,0.003303,Null,Null
1484,100,0.003526,Null,Null
1484,100,0.003527,Null,Null
1484,100,0.003755,Null,Null
1484,100,0.003756,Null,Null
1484,100,0.00397599999999,Null,Null
1484,100,0.003977,Null,Null
1484,100,0.004191,Null,Null
1484,100,0.004191,Null,Null
1484,100,0.004422,Null,Null
1484,100,0.004633,Null,Null
1484,100,0.004856,Null,Null
1484,100,0.00485699999999,Null,Null
1484,100,0.005091,Null,Null
1484,100,0.005092,Null,Null
1484,100,0.005322,Null,Null
1484,100,0.005323,Null,Null
1484,100,0.005563,Null,Null
1484,100,0.005563,Null,Null
1484,100,0.005812,Null,Null
1484,100,0.005813,Null,Null
1484,100,0.006048,Null,Null
1484,100,0.006049,Null,Null
1484,100,0.00627,Null,Null
964,100,0.006271,Null,Null
147,964,0.030374,ClientKeyExchange,Null
141,964,0.030472,Null,Null
338,141,0.002824,Finished,Finished
123,141,0.003067,Null,Null
92,141,0.00306800000001,Null,Null
92,92,0.000342999999994,Null,Null
200,92,0.121075,Null,Null
145,92,0.121601,Null,Null
364,145,0.003494,Null,Null
92,145,0.003495,Null,Null
450,145,0.006465,Null,Null
92,145,0.006466,Null,Null
85,0,-1.0,Null,Null
89,85,0.000360999999998,Null,Null
85,89,0.098624,Null,Null
89,85,0.000430999999999,Null,Null
264,92,0.976534,ClientHello,Null
264,92,0.976949,ClientHello,Null
1514,264,0.004833,Null,Null
1514,264,0.004835,Null,Null
1038,264,0.005121,ServerHelloDone,ServerHelloDone
1514,264,0.00686,Null,Null
1514,264,0.006863,Null,Null
1038,264,0.007151,ServerHelloDone,ServerHelloDone
145,1038,0.000989000000004,Null,Null
147,1038,0.00238,ClientKeyExchange,Null
141,1038,0.002547,Null,Null
263,1038,0.002626,Null,Null
147,1038,0.002714,ClientKeyExchange,Null
141,1038,0.002801,Null,Null
328,141,0.001896,Finished,Finished
123,141,0.001897,Null,Null
92,141,0.002177,Null,Null
328,141,0.00267,Finished,Finished
92,328,2.89999999978e-05,Null,Null
132,92,0.000385000000001,Null,Null
92,132,0.000379000000002,Null,Null
1514,92,0.000419000000001,Null,Null
525,92,0.001401,Null,Null
92,92,0.001401,Null,Null
813,92,0.00916,Null,Null
92,92,0.009161,Null,Null
156,92,0.011682,Null,Null
138,92,0.012465,Null,Null
146,92,0.014092,Null,Null
139,92,0.01795,Null,Null
345,139,0.0042,Null,Null
92,139,0.004201,Null,Null
391,139,0.004841,Null,Null
92,139,0.004844,Null,Null
427,139,0.011658,Null,Null
92,139,0.011658,Null,Null
1514,139,0.012124,Null,Null
1386,139,0.013256,Null,Null
1514,139,0.013666,Null,Null
407,139,0.014849,Null,Null
1514,139,0.014849,Null,Null
454,139,0.016014,Null,Null
1514,139,0.016405,Null,Null
522,139,0.016829,Null,Null
158,522,0.108764,Null,Null
1514,158,0.004971,Null,Null
1410,158,0.006334,Null,Null
1514,158,0.006564,Null,Null
407,158,0.007733,Null,Null
1514,158,0.007961,Null,Null
454,158,0.00897,Null,Null
1514,158,0.009204,Null,Null
1251,158,0.010581,Null,Null
160,1251,0.004019,Null,Null
156,1251,0.008321,Null,Null
1514,156,0.001035,Null,Null
1400,156,0.002609,Null,Null
1514,156,0.002609,Null,Null
150,1400,0.000802,Null,Null
1514,150,0.000782000000001,Null,Null
1514,150,0.001947,Null,Null
147,1514,0.000269000000003,Null,Null
558,147,0.000592999999995,Null,ServerHelloDone
1514,147,0.004266,Null,Null
1257,147,0.00536899999999,Null,Null
92,147,0.00537,Null,Null
143,92,0.000427000000002,Null,Null
145,92,0.002546,Null,Null
1514,145,0.001158,Null,Null
319,145,0.001161,Null,Finished
92,145,0.001162,Null,Null
152,92,0.001333,Null,Null
680,152,0.002187,Null,Null
92,152,0.002188,Null,Null
149,92,0.000788,Null,Null
1514,149,0.000474000000004,Null,Null
388,149,0.000728000000002,Null,Null
92,149,0.000729000000007,Null,Null
1514,149,0.000963000000006,Null,Null
393,149,0.001203,Null,Null
92,149,0.001204,Null,Null
141,92,0.000685000000004,Null,Null
145,92,0.00284300000001,Null,Null
1093,145,0.002247,Null,Null
92,145,0.00224799999999,Null,Null
142,92,0.001031,Null,Null
1514,142,0.00250399999999,Null,Null
144,1514,5.00000000159e-06,Null,Null
567,144,0.000225999999998,Null,Null
92,144,0.000225999999998,Null,Null
1514,144,0.001258,Null,Null
1170,144,0.001757,Null,Null
92,144,0.00199,Null,Null
1514,144,0.002392,Null,Null
937,144,0.002393,Null,Null
92,144,0.002395,Null,Null
141,92,0.00332,Null,Null
1514,141,0.004369,Null,Null
712,141,0.005747,Null,Null
1514,141,0.005748,Null,Null
818,141,0.005984,Null,Null
92,141,0.005985,Null,Null
1456,141,0.019158,Null,Null
92,141,0.01916,Null,Null
503,141,0.074917,Null,Null
92,141,0.074918,Null,Null
264,0,-1.0,ClientHello,ClientHello
264,0,-1.0,ClientHello,ClientHello
1514,264,0.006285,Null,Null
1514,264,0.006563,Null,Null
1193,264,0.006564,ServerHelloDone,Null
1514,264,0.006564,Null,Null
1514,264,0.006838,Null,Null
1193,264,0.006839,ServerHelloDone,Null
142,92,0.022029,Null,Null
132,92,0.022704,Null,Null
817,132,0.004492,Null,Null
92,132,0.004493,Null,Null
1195,132,0.008782,Null,Null
92,132,0.008784,Null,Null
220,92,1.916968,Null,Null
149,92,1.922939,Null,Null
142,92,0.038986,Null,Null
130,92,1.944247,Null,Null
137,92,1.944354,Null,Null
92,92,1.954288,Null,Null
92,92,1.954358,Null,Null
96,92,0.001893,Null,Null
96,92,0.001894,Null,Null
150,96,0.008531,Null,Null
139,96,0.03019,Null,Null
1514,142,0.045391,Null,Null
1392,142,0.046728,Null,Null
1514,142,0.04696,Null,Null
407,142,0.048263,Null,Null
1514,142,0.048265,Null,Null
446,142,0.049622,Null,Null
1514,142,0.049836,Null,Null
1514,142,0.05097,Null,Null
1514,142,0.052481,Null,Null
1514,142,0.053814,Null,Null
1514,142,0.055368,Null,Null
1514,142,0.056755,Null,Null
1514,142,0.058084,Null,Null
1514,142,0.059497,Null,Null
1514,142,0.060772,Null,Null
122,96,0.04829,Null,Null
1514,142,0.06205,Null,Null
110,96,0.04982,Null,Finished
1514,142,0.063568,Null,Null
110,96,0.051638,Null,Finished
1514,142,0.06509,Null,Null
1514,142,0.066431,Null,Null
1514,142,0.067776,Null,Null
110,96,0.055887,Null,Finished
1514,142,0.069331,Null,Null
1514,142,0.070607,Null,Null
1514,142,0.071871,Null,Null
1514,142,0.073337,Null,Null
1514,142,0.074873,Null,Null
1514,142,0.076139,Null,Null
1514,142,0.077469,Null,Null
1514,142,0.078817,Null,Null
1149,142,0.079265,Null,Null
112,96,0.067527,Null,Finished
122,96,0.070487,Null,Null
268,0,-1.0,ClientHello,ClientHello
268,0,-1.0,ClientHello,ClientHello
180,1193,0.199524,ClientKeyExchange,Null
180,1193,0.199535,ClientKeyExchange,Null
483,1193,0.199691,Null,Null
296,483,0.003479,Finished,Null
296,483,0.003721,Finished,Null
1514,483,0.005772,Null,Null
769,483,0.006011,Null,Null
124,96,0.153636,Null,Null
661,124,0.051158,Null,Null
92,124,0.05116,Null,Null
1494,92,0.014457,Null,Null
829,92,0.014486,Null,Null
747,92,0.014566,Null,Null
1107,92,0.014594,Null,Null
546,92,0.014614,Null,Null
1494,92,0.014671,Null,Null
392,92,0.014705,Null,Null
540,92,0.014734,Null,Null
1494,92,0.014983,Null,Null
1514,1494,0.003062,Null,Null
356,1494,0.003063,Null,Null
92,1494,0.00306500000001,Null,Null
96,1494,0.0131,Null,Null
96,1494,0.013101,Null,Null
96,1494,0.013101,Null,Null
96,1494,0.013101,Null,Null
1249,96,9.99999999962e-05,Null,Null
96,1249,0.000230000000002,Null,Null
96,1249,0.000230000000002,Null,Null
1494,96,0.000363999999998,Null,Null
267,0,-1.0,ClientHello,ClientHello
267,0,-1.0,ClientHello,ClientHello
1494,96,0.012026,Null,Null
96,1494,0.000241000000003,Null,Null
1494,96,5.90000000003e-05,Null,Null
1494,96,0.000764999999994,Null,Null
96,1494,0.000402000000001,Null,Null
1212,96,0.000292000000002,Null,Null
1484,267,0.00465,Null,Null
921,267,0.004876,ServerHelloDone,ServerHelloDone
1484,267,0.005365,Null,Null
921,267,0.005591,ServerHelloDone,ServerHelloDone
1494,96,0.008601,Null,Null
96,1494,0.000506000000001,Null,Null
1494,96,3.9000000001e-05,Null,Null
1494,96,0.000576000000002,Null,Null
96,1494,0.000836999999997,Null,Null
1494,96,0.000435000000003,Null,Null
875,96,0.001099,Null,Null
96,875,0.001102,Null,Null
96,875,0.002394,Null,Null
1514,268,0.187357,Null,Null
1514,268,0.187755,Null,Null
1197,268,0.187755,ServerHelloDone,Null
1514,268,0.191826,Null,Null
1514,268,0.19206,Null,Null
1197,268,0.192061,ServerHelloDone,Null
96,875,0.009304,Null,Null
1494,96,0.000473,Null,Null
598,96,0.000554999999999,Null,Null
96,598,0.000607000000002,Null,Null
1494,96,0.000440999999995,Null,Null
598,96,0.000518,Null,Null
96,598,0.000482999999996,Null,Null
1494,96,0.000364000000005,Null,Null
765,96,0.000429000000004,Null,Null
92,96,0.000457000000004,Null,Null
85,89,1.410802,Null,Null
89,85,0.000393000000003,Null,Null
1514,92,0.149355,Null,Null
257,92,0.149357,Null,Null
1514,92,0.162255,Null,Null
257,92,0.162255,Null,Null
1514,92,0.164695,Null,Null
257,92,0.164697,Null,Null
1514,92,0.171488,Null,Null
257,92,0.171489,Null,Null
1514,92,0.175278,Null,Null
257,92,0.175279,Null,Null
1514,92,0.178255,Null,Null
257,92,0.178257,Null,Null
180,1197,0.194307,ClientKeyExchange,Null
141,1197,0.194408,Null,Null
302,1197,0.194557,Null,Null
127,1197,0.194583,Null,Null
1514,92,0.194005,Null,Null
257,92,0.194006,Null,Null
180,1197,0.197866,ClientKeyExchange,Null
141,1197,0.198026,Null,Null
312,141,0.181861,Finished,Null
132,141,0.182759,Null,Null
92,132,0.000449000000003,Null,Null
1514,92,0.000875999999998,Null,Null
312,92,0.00426299999999,Finished,Null
132,92,0.00426299999999,Null,Null
92,312,0.000588,Null,Null
1514,92,0.386574,Null,Null
311,92,0.386577,Null,Null
92,92,0.386578,Null,Null
147,921,0.411713,ClientKeyExchange,Null
147,921,0.411807,ClientKeyExchange,Null
141,921,0.411855,Null,Null
141,921,0.411875,Null,Null
261,921,0.411973,Null,ClientHello
338,261,0.003011,Finished,Null
123,261,0.003012,Null,Null
92,261,0.003266,Null,Null
338,261,0.003267,Finished,Null
123,261,0.003267,Null,Null
92,261,0.003267,Null,Null
92,338,0.000341999999996,Null,Null
92,338,0.000401999999994,Null,Null
389,92,0.000385000000001,Null,Null
1484,92,0.000782000000001,Null,Null
1484,92,0.001015,Null,Null
1484,92,0.001017,Null,Null
1484,92,0.00125300000001,Null,Null
1484,92,0.001476,Null,Null
1484,92,0.001477,Null,Null
1484,92,0.00147800000001,Null,Null
1484,92,0.001704,Null,Null
1484,92,0.001966,Null,Null
1514,92,0.012696,Null,Null
1484,92,0.00245700000001,Null,Null
1484,92,0.002459,Null,Null
1484,92,0.00285400000001,Null,Null
1484,92,0.002855,Null,Null
1484,92,0.00307,Null,Null
1484,92,0.003291,Null,Null
1484,92,0.003502,Null,Null
1484,92,0.003723,Null,Null
1484,92,0.00427500000001,Null,Null
1484,92,0.004662,Null,Null
1484,92,0.00466400000001,Null,Null
1484,92,0.00488300000001,Null,Null
1484,92,0.004884,Null,Null
1484,92,0.005305,Null,Null
1484,92,0.005517,Null,Null
812,92,0.005518,Null,Null
100,812,0.000281999999999,Null,Null
1514,92,0.058409,Null,Null
267,0,-1.0,ClientHello,ClientHello
267,0,-1.0,ClientHello,ClientHello
1484,267,0.005054,Null,Null
921,267,0.005469,ServerHelloDone,ServerHelloDone
147,921,0.006062,ClientKeyExchange,Null
141,921,0.00623,Null,Null
254,921,0.006314,Null,ClientHello
338,254,0.002329,Finished,ServerHelloDone
123,254,0.002329,Null,Null
92,254,0.002883,Null,Null
348,254,0.002883,Null,ServerHelloDone
92,92,0.000203000000006,Null,Null
1484,92,0.000277999999994,Null,Null
1484,92,0.000278999999999,Null,Null
1484,92,0.000518999999997,Null,Null
1484,92,0.000519999999995,Null,Null
1484,92,0.000807999999999,Null,Null
1484,92,0.000808999999997,Null,Null
1484,92,0.001082,Null,Null
1484,92,0.00108299999999,Null,Null
1484,92,0.001346,Null,Null
1484,92,0.002301,Null,Null
217,92,0.002304,Null,Null
100,217,0.000312999999998,Null,Null
267,0,-1.0,ClientHello,ClientHello
267,0,-1.0,ClientHello,ClientHello
1484,267,0.004715,Null,Null
747,267,0.005209,ServerHelloDone,Null
1484,267,0.00545200000001,Null,Null
747,267,0.006383,ServerHelloDone,Null
270,0,-1.0,ClientHello,ClientHello
270,0,-1.0,ClientHello,ClientHello
1484,100,0.036458,Null,Null
921,100,0.036811,ServerHelloDone,Null
1484,270,0.00452,Null,Null
972,270,0.004523,ServerHelloDone,Null
1484,270,0.00553,Null,Null
972,270,0.005532,ServerHelloDone,Null
253,0,-1.0,ClientHello,ClientHello
147,921,0.003668,ClientKeyExchange,Null
141,921,0.003709,Null,Null
253,0,-1.0,ClientHello,ClientHello
1514,253,0.002784,Null,Null
338,141,0.003567,Finished,Finished
123,141,0.003567,Null,Null
92,141,0.004129,Null,Null
1514,253,0.003466,Null,Null
92,92,0.000532,Null,Null
263,0,-1.0,ClientHello,ClientHello
263,0,-1.0,ClientHello,ClientHello
1303,253,0.004899,ServerHelloDone,Null
1303,253,0.004902,ServerHelloDone,Null
265,0,-1.0,ClientHello,ClientHello
265,0,-1.0,ClientHello,ClientHello
263,0,-1.0,ClientHello,ClientHello
263,0,-1.0,ClientHello,ClientHello
1514,263,0.008491,Null,Null
1514,263,0.009483,Null,Null
1213,263,0.009484,ServerHelloDone,Null
1464,263,0.002597,Null,Null
721,263,0.0026,ServerHelloDone,ServerHelloDone
1514,263,0.010934,Null,Null
1514,263,0.011537,Null,Null
1213,263,0.011763,ServerHelloDone,Null
1464,263,0.003872,Null,Null
723,263,0.004118,ServerHelloDone,ServerHelloDone
257,0,-1.0,ClientHello,ClientHello
257,0,-1.0,ClientHello,ClientHello
119,92,0.02065,Null,Null
1514,257,0.004564,Null,Null
1031,257,0.004567,ServerHelloDone,ServerHelloDone
1514,257,0.004567,Null,Null
1031,257,0.005071,ServerHelloDone,ServerHelloDone
232,119,0.003021,Null,Null
948,119,0.003314,Null,Null
100,119,0.003315,Null,Null
100,100,0.000337000000002,Null,Null
385,100,0.018391,Null,Null
1514,265,0.038644,Null,Null
1114,265,0.038648,ServerHelloDone,Null
1514,265,0.039803,Null,Null
1114,265,0.040051,ServerHelloDone,Null
232,385,0.00336,Null,Null
127,385,0.00336,Null,Null
100,385,0.00336,Null,Null
100,232,0.000336999999995,Null,Null
266,0,-1.0,ClientHello,ClientHello
266,0,-1.0,ClientHello,ClientHello
1484,266,0.003056,Null,Null
563,266,0.003263,ServerHelloDone,Null
1484,266,0.004161,Null,Null
563,266,0.004549,ServerHelloDone,Null
1514,92,0.207767,Null,Null
258,0,-1.0,ClientHello,ClientHello
258,0,-1.0,ClientHello,ClientHello
1514,92,0.23101,Null,Null
1514,92,0.256072,Null,Null
1514,92,0.27683,Null,Null
1514,258,0.076677,Null,Null
1514,258,0.077403,Null,Null
898,258,0.078125,ServerHelloDone,ServerHelloDone
898,258,0.078944,ServerHelloDone,ServerHelloDone
180,1303,0.19797,ClientKeyExchange,ClientKeyExchange
180,1303,0.19797,ClientKeyExchange,ClientKeyExchange
141,1303,0.198157,Null,Null
141,1303,0.198171,Null,Null
242,1303,0.198177,Null,Null
296,242,0.003448,Finished,Null
92,242,0.003449,Null,Null
104,242,0.003451,Null,Null
96,242,0.003451,Null,Null
92,104,0.000688000000004,Null,Null
296,92,0.000254999999996,Finished,Finished
92,92,0.001206,Null,Null
104,92,0.00121499999999,Null,Finished
96,92,0.00121499999999,Null,Null
92,104,0.000441000000002,Null,Null
92,92,0.003493,Null,Null
288,92,0.003494,Null,Finished
1514,92,0.004212,Null,Null
715,92,0.004217,Null,Null
180,723,0.20077,ClientKeyExchange,ClientKeyExchange
180,723,0.20077,ClientKeyExchange,ClientKeyExchange
141,723,0.200957,Null,Null
141,723,0.200965,Null,Null
254,723,0.201007,Null,Null
312,254,0.002667,Finished,ServerHelloDone
312,254,0.002667,Finished,ServerHelloDone
135,254,0.002667,Null,Null
92,312,0.000958000000004,Null,Null
135,92,3.6999999999e-05,Null,Null
92,92,3.6999999999e-05,Null,Null
92,92,3.79999999964e-05,Null,Null
96,92,3.79999999964e-05,Null,Null
92,92,0.000356000000004,Null,Null
1464,92,0.000662999999996,Null,Null
1464,92,0.000664,Null,Null
1464,92,0.001709,Null,Null
551,92,0.00204799999999,Null,Null
265,0,-1.0,ClientHello,ClientHello
265,0,-1.0,ClientHello,ClientHello
1514,92,0.372639,Null,Null
136,551,0.018165,Null,Null
96,136,0.002935,Null,Null
180,1114,0.197948,ClientKeyExchange,Null
180,1114,0.197952,ClientKeyExchange,Null
141,1114,0.198024,Null,Null
1464,136,0.00325,Null,Null
173,136,0.003251,Null,ClientKeyExchange
141,1114,0.198033,Null,Null
247,1114,0.198087,Null,ClientHello
1464,136,0.003515,Null,Null
1033,136,0.004004,Null,Null
1464,136,0.004239,Null,Null
510,136,0.00424,Null,Null
1514,265,0.007367,Null,Null
1161,265,0.007632,ServerHelloDone,ServerHelloDone
1514,265,0.008452,Null,Null
1161,265,0.008904,ServerHelloDone,ServerHelloDone
1514,92,0.394354,Null,Null
259,0,-1.0,ClientHello,ClientHello
259,0,-1.0,ClientHello,ClientHello
1464,259,0.00361100000001,Null,Null
721,259,0.003849,ServerHelloDone,ServerHelloDone
1464,259,0.004272,Null,Null
722,259,0.004513,ServerHelloDone,ServerHelloDone
1514,92,0.410526,Null,Null
312,247,0.038613,Finished,Null
120,247,0.038613,Null,ServerHelloDone
312,247,0.038613,Finished,Null
120,247,0.039119,Null,ServerHelloDone
92,120,1.50000000048e-05,Null,Null
92,120,0.000197,Null,Null
1514,92,0.000194999999998,Null,Null
920,92,0.000197,Null,Null
1514,92,0.427323,Null,Null
1514,92,0.440213,Null,Null
1514,92,0.454717,Null,Null
1514,92,0.465491,Null,Null
1514,92,0.857046,Null,Null
257,92,0.857046,Null,Null
1514,92,0.477863,Null,Null
1514,92,0.490473,Null,Null
147,747,0.405323,ClientKeyExchange,Null
147,747,0.40553,ClientKeyExchange,Null
141,747,0.405548,Null,Null
141,747,0.405582,Null,Null
258,747,0.405609,Null,Null
122,747,0.405629,Null,Null
338,122,0.003225,Finished,Null
123,122,0.003227,Null,Finished
338,122,0.003227,Finished,Null
123,122,0.003228,Null,Finished
92,122,0.003228,Null,Null
92,122,0.003549,Null,Null
92,92,0.000349,Null,Null
92,92,0.000362000000003,Null,Null
492,92,0.002188,Null,Null
1484,92,0.00258899999999,Null,Null
1484,92,0.002591,Null,Null
1484,92,0.002834,Null,Null
1484,92,0.002834,Null,Null
301,92,0.00283599999999,Null,Null
207,92,0.00283599999999,Null,Null
100,92,0.002837,Null,Null
127,92,0.002837,Null,Null
1484,92,0.00312599999999,Null,Null
100,1484,3.09999999999e-05,Null,Null
1484,100,0.000188000000001,Null,Null
1484,100,0.000191000000001,Null,Null
1484,100,0.000192000000006,Null,Null
182,100,0.000192000000006,Null,ClientKeyExchange
264,0,-1.0,ClientHello,ClientHello
264,0,-1.0,ClientHello,ClientHello
247,0,-1.0,ClientHello,ClientHello
247,0,-1.0,ClientHello,ClientHello
270,0,-1.0,ClientHello,ClientHello
270,0,-1.0,ClientHello,ClientHello
1484,270,0.003393,Null,Null
563,270,0.003708,ServerHelloDone,Null
1484,270,0.003709,Null,Null
563,270,0.004028,ServerHelloDone,Null
270,563,0.001555,ClientHello,Null
1484,270,0.003246,Null,Null
562,270,0.003533,ServerHelloDone,Null
270,562,0.001656,ClientHello,Null
1484,270,0.003251,Null,Null
561,270,0.003483,ServerHelloDone,Null
270,561,0.002107,ClientHello,Null
1484,270,0.003363,Null,Null
561,270,0.003614,ServerHelloDone,Null
270,561,0.000608999999997,ClientHello,Null
1514,92,0.557115,Null,Null
1484,270,0.003214,Null,Null
562,270,0.00349,ServerHelloDone,Null
1514,92,0.568598,Null,Null
180,1031,0.415867,ClientKeyExchange,ClientKeyExchange
180,1031,0.415876,ClientKeyExchange,ClientKeyExchange
419,1031,0.41599,Null,Null
296,419,0.003753,Finished,Finished
296,419,0.003753,Finished,Finished
1514,419,0.004807,Null,Null
906,419,0.00579399999999,Null,Null
180,1161,0.197994,ClientKeyExchange,ClientKeyExchange
141,1161,0.198167,Null,Null
416,1161,0.198279,Null,Null
262,1161,0.198304,Null,Null
180,1161,0.198547,ClientKeyExchange,ClientKeyExchange
141,1161,0.198719,Null,Null
1514,92,0.579251,Null,Null
328,141,0.002716,Finished,Finished
104,141,0.003986,Null,Null
105,141,0.003987,Null,Null
92,105,0.000225999999998,Null,Null
328,92,0.000174000000001,Finished,Finished
104,92,0.000174000000001,Null,Finished
105,92,0.000174000000001,Null,Finished
92,328,0.000453,Null,Null
1514,92,0.588378,Null,Null
407,92,0.010655,Null,Null
92,92,0.010655,Null,Null
1514,264,0.076756,Null,Null
1514,264,0.077043,Null,Null
134,264,0.077044,ServerHelloDone,ServerHelloDone
1514,264,0.078628,Null,Null
1514,264,0.078863,Null,Null
134,264,0.078863,ServerHelloDone,ServerHelloDone
1514,92,0.60117,Null,Null
1514,247,0.079937,Null,Null
727,247,0.080181,ServerHelloDone,ServerHelloDone
